1606730537,1000.89
1606730547,1000.86
1606730557,1000.86
1606730567,1000.88
1606730577,1000.88
1606730587,1000.89
1606730597,1000.86
1606730607,1000.91
1606730617,1000.82
1606730627,1000.78
1606730637,1000.87
1606730647,1000.85
1606730657,1000.88
1606730667,1000.83
1606730677,1000.78
1606730687,1000.79
1606730697,1000.81
1606730707,1000.78
1606730717,1000.87
1606730727,1000.8
1606730737,1000.82
1606730747,1000.84
1606730757,1000.83
1606730767,1000.87
1606730777,1000.89
1606730787,1000.82
1606730797,1000.85
1606730807,1000.86
1606730817,1000.83
1606730827,1000.86
1606730837,1000.86
1606730847,1000.93
1606730857,1000.83
1606730867,1000.83
1606730877,1000.8
1606730887,1000.87
1606730897,1000.87
1606730907,1000.91
1606730917,1000.89
1606730927,1000.93
1606730937,1000.93
1606730947,1000.88
1606730957,1000.84
1606730967,1000.89
1606730977,1000.88
1606730987,1000.85
1606730997,1000.9
1606731007,1000.89
1606731017,1000.94
1606731027,1000.89
1606731037,1000.85
1606754574,999.399
1606754584,999.379
1606754594,999.396
1606754604,999.432
1606754614,999.402
1606754624,999.377
1606754634,999.393
1606754644,999.403
1606754654,999.438
1606754664,999.381
1606754674,999.411
1606754684,999.369
1606754694,999.374
1606754704,999.386
1606754714,999.405
1606754724,999.34
1606754734,999.328
1606754744,999.439
1606754754,999.404
1606754764,999.387
1606754774,999.398
1606754784,999.387
1606754794,999.354
1606754804,999.304
1606754814,999.379
1606754824,999.387
1606754834,999.339
1606754844,999.365
1606754854,999.375
1606754864,999.362
1606754874,999.374
1606754884,999.402
1606754894,999.401
1606754904,999.395
1606754914,999.349
1606754924,999.395
1606754934,999.391
1606754944,999.399
1606754954,999.352
1606754964,999.426
1606754974,999.412
1606754984,999.384
1606754994,999.356
1606755004,999.429
1606755014,999.385
1606755024,999.365
1606755034,999.385
1606755044,999.419
1606755054,999.42
1606755064,999.372
1606755074,999.343
1606755084,999.37
1606755094,999.317
1606755104,999.363
1606755114,999.326
1606755124,999.296
1606755134,999.418
1606755144,999.396
1606755154,999.326
1606755164,999.379
1606755174,999.373
1606755184,999.401
1606755194,999.413
1606755204,999.385
1606755214,999.404
1606755224,999.433
1606755234,999.419
1606755244,999.413
1606755254,999.393
1606755264,999.414
1606755274,999.448
1606755284,999.419
1606755294,999.433
1606755304,999.452
1606755314,999.439
1606755324,999.471
1606755334,999.431
1606755344,999.421
1606755354,999.427
1606755364,999.405
1606755374,999.448
1606755384,999.438
1606755394,999.432
1606755404,999.435
1606755414,999.434
1606755424,999.494
1606755434,999.417
1606755444,999.483
1606755454,999.395
1606755464,999.451
1606755474,999.402
1606755484,999.407
1606755494,999.411
1606755504,999.367
1606755514,999.459
1606755524,999.383
1606755534,999.395
1606755544,999.401
1606755554,999.463
1606755564,999.406
1606755574,999.411
1606755584,999.37
1606755594,999.462
1606755604,999.438
1606755614,999.435
1606755624,999.416
1606755634,999.461
1606755644,999.418
1606755654,999.414
1606755664,999.462
1606755674,999.336
1606755684,999.441
1606755694,999.415
1606755704,999.435
1606755714,999.402
1606755724,999.38
1606755734,999.416
1606755744,999.421
1606755754,999.439
1606755764,999.406
1606755774,999.388
1606755784,999.426
1606755794,999.422
1606755804,999.495
1606755814,999.442
1606755824,999.363
1606755834,999.401
1606755844,999.384
1606755854,999.428
1606755864,999.393
1606755874,999.443
1606755884,999.455
1606755894,999.422
1606755904,999.388
1606755914,999.485
1606755924,999.388
1606755934,999.409
1606755944,999.451
1606755954,999.386
1606755964,999.451
1606755974,999.453
1606755984,999.411
1606755994,999.344
1606756004,999.451
1606756014,999.432
1606756024,999.35
1606756034,999.387
1606756044,999.377
1606756054,999.389
1606756064,999.356
1606756074,999.355
1606756084,999.381
1606756094,999.32
1606756104,999.402
1606756114,999.391
1606756124,999.378
1606756134,999.494
1606756144,999.397
1606756154,999.416
1606756164,999.43
1606756174,999.364
1606756184,999.468
1606756194,999.417
1606756204,999.41
1606756214,999.4
1606756224,999.438
1606756234,999.391
1606756244,999.42
1606756254,999.397
1606756264,999.347
1606756274,999.362
1606756284,999.358
1606756294,999.413
1606756304,999.446
1606756314,999.411
1606756324,999.385
1606756334,999.33
1606756344,999.403
1606756354,999.383
1606756364,999.402
1606756374,999.402
1606756384,999.403
1606756394,999.409
1606756404,999.439
1606756414,999.368
1606756424,999.39
1606756434,999.386
1606756444,999.417
1606756454,999.387
1606756464,999.405
1606756474,999.453
1606756484,999.454
1606756494,999.434
1606756504,999.345
1606756514,999.41
1606756524,999.397
1606756534,999.383
1606756544,999.351
1606756554,999.39
1606756564,999.356
1606756574,999.357
1606756584,999.386
1606756594,999.372
1606756604,999.402
1606756614,999.415
1606756624,999.417
1606756634,999.413
1606756644,999.398
1606756654,999.416
1606756664,999.45
1606756674,999.415
1606756684,999.358
1606756694,999.374
1606756704,999.357
1606756714,999.412
1606756724,999.41
1606756734,999.385
1606756744,999.376
1606756754,999.388
1606756764,999.35
1606756774,999.354
1606756784,999.352
1606756794,999.377
1606756804,999.361
1606756814,999.388
1606756824,999.317
1606756834,999.344
1606756844,999.293
1606756854,999.384
1606756864,999.414
1606756874,999.368
1606756884,999.355
1606756894,999.407
1606756904,999.365
1606756914,999.372
1606756924,999.375
1606756934,999.44
1606756944,999.39
1606756954,999.407
1606756964,999.458
1606756974,999.358
1606756984,999.365
1606756994,999.418
1606757004,999.388
1606757014,999.319
1606757024,999.357
1606757034,999.399
1606757044,999.368
1606757054,999.383
1606757064,999.456
1606757074,999.396
1606757084,999.4
1606757094,999.418
1606757104,999.38
1606757114,999.363
1606757124,999.4
1606757134,999.377
1606757144,999.322
1606757154,999.365
1606757164,999.387
1606757174,999.326
1606757184,999.369
1606757194,999.39
1606757204,999.354
1606757214,999.385
1606757224,999.387
1606757234,999.374
1606757244,999.412
1606757254,999.338
1606757264,999.375
1606757274,999.378
1606757284,999.405
1606757294,999.317
1606757304,999.341
1606757314,999.339
1606757324,999.365
1606757334,999.364
1606757344,999.403
1606757354,999.397
1606757364,999.418
1606757374,999.377
1606757384,999.387
1606757394,999.431
1606757404,999.342
1606757414,999.373
1606757424,999.335
1606757434,999.468
1606757444,999.37
1606757454,999.357
1606757464,999.341
1606757474,999.396
1606757484,999.344
1606757494,999.32
1606757504,999.39
1606757514,999.422
1606757524,999.418
1606757534,999.39
1606757544,999.399
1606757554,999.43
1606757564,999.39
1606757574,999.378
1606757584,999.439
1606757594,999.443
1606757604,999.346
1606757614,999.405
1606757624,999.346
1606757634,999.39
1606757644,999.397
1606757654,999.415
1606757664,999.39
1606757674,999.383
1606757684,999.388
1606757694,999.338
1606757704,999.36
1606757714,999.387
1606757724,999.429
1606757734,999.386
1606757744,999.377
1606757754,999.395
1606757764,999.335
1606757774,999.313
1606757784,999.402
1606757794,999.383
1606757804,999.388
1606757814,999.366
1606757824,999.356
1606757834,999.391
1606757844,999.388
1606757854,999.389
1606757864,999.384
1606757874,999.382
1606757884,999.38
1606757894,999.347
1606757904,999.347
1606757914,999.345
1606757924,999.358
1606757934,999.401
1606757944,999.399
1606757954,999.362
1606757964,999.35
1606757974,999.366
1606757984,999.352
1606757994,999.339
1606758004,999.335
1606758014,999.392
1606758024,999.311
1606758034,999.367
1606758044,999.405
1606758054,999.392
1606758064,999.375
1606758074,999.35
1606758084,999.356
1606758094,999.406
1606758104,999.419
1606758114,999.321
1606758124,999.381
1606758134,999.316
1606758144,999.325
1606758154,999.352
1606758164,999.366
1606758174,999.366
1606758184,999.354
1606758194,999.361
1606758204,999.35
1606758214,999.325
1606758224,999.323
1606758234,999.314
1606758244,999.308
1606758254,999.309
1606758264,999.326
1606758274,999.307
1606758284,999.312
1606758294,999.248
1606758304,999.35
1606758314,999.315
1606758324,999.339
1606758334,999.394
1606758344,999.321
1606758354,999.361
1606758364,999.334
1606758374,999.241
1606758384,999.301
1606758394,999.267
1606758404,999.275
1606758414,999.277
1606758424,999.296
1606758434,999.342
1606758444,999.336
1606758454,999.307
1606758464,999.292
1606758474,999.339
1606758484,999.359
1606758494,999.343
1606758504,999.275
1606758514,999.292
1606758524,999.316
1606758534,999.3
1606758544,999.281
1606758554,999.259
1606758564,999.252
1606758574,999.252
1606758584,999.21
1606758594,999.259
1606758604,999.182
1606758614,999.261
1606758624,999.164
1606758634,999.241
1606758644,999.198
1606758654,999.234
1606758664,999.228
1606758674,999.235
1606758684,999.178
1606758694,999.214
1606758704,999.214
1606758714,999.249
1606758724,999.235
1606758734,999.238
1606758744,999.238
1606758754,999.2
1606758764,999.206
1606758774,999.24
1606758784,999.164
1606758794,999.221
1606758804,999.23
1606758814,999.218
1606758824,999.183
1606758834,999.214
1606758844,999.212
1606758854,999.243
1606758864,999.234
1606758874,999.172
1606758884,999.232
1606758894,999.197
1606758904,999.194
1606758914,999.157
1606758924,999.185
1606758934,999.175
1606758944,999.183
1606758954,999.153
1606758964,999.238
1606758974,999.156
1606758984,999.102
1606758994,999.183
1606759004,999.185
1606759014,999.19
1606759024,999.212
1606759034,999.182
1606759044,999.193
1606759054,999.208
1606759064,999.24
1606759074,999.211
1606759084,999.147
1606759094,999.169
1606759104,999.162
1606759114,999.175
1606759124,999.165
1606759134,999.135
1606759144,999.15
1606759154,999.212
1606759164,999.196
1606759174,999.236
1606759184,999.171
1606759194,999.116
1606759204,999.171
1606759214,999.088
1606759225,999.116
1606759235,999.156
1606759245,999.15
1606759255,999.125
1606759265,999.108
1606759274,999.17
1606759285,999.147
1606759295,999.137
1606759305,999.153
1606759315,999.164
1606759325,999.168
1606759334,999.18
1606759344,999.119
1606759354,999.126
1606759364,999.068
1606759374,999.02
1606759384,999.067
1606759394,999.14
1606759404,999.099
1606759414,999.055
1606759424,999.087
1606759434,999.051
1606759444,999.087
1606759454,999.097
1606759464,999.132
1606759474,999.141
1606759484,999.168
1606759494,999.128
1606759504,999.145
1606759514,999.144
