1606730537,30.131
1606730547,30.3548
1606730557,30.0192
1606730567,30.0192
1606730577,30.3175
1606730587,30.0565
1606730597,30.2802
1606730607,30.3548
1606730617,30.3175
1606730627,30.3175
1606730637,30.2802
1606730647,30.5785
1606730657,30.1683
1606730667,30.5412
1606730677,30.5412
1606730687,30.5785
1606730697,30.392
1606730707,30.3548
1606730717,30.1683
1606730727,30.392
1606730737,39.9748
1606730747,30.5412
1606730757,30.131
1606730767,30.5785
1606730777,30.6158
1606730787,30.392
1606730797,30.3175
1606730807,30.6158
1606730817,30.2056
1606730827,30.2056
1606730837,30.2802
1606730847,30.5412
1606730857,30.4293
1606730867,30.5412
1606730877,30.6158
1606730887,30.8768
1606730897,30.7649
1606730907,30.6531
1606730917,30.2429
1606730927,30.7276
1606730937,30.6158
1606730947,30.5412
1606730957,30.8022
1606730967,47.1339
1606730977,30.7649
1606730987,30.4666
1606730997,30.6158
1606731007,30.4293
1606731017,30.5412
1606731027,30.6903
1606731037,30.8022
1606754574,30.2802
1606754584,30.5412
1606754594,29.9446
1606754604,29.9446
1606754614,30.0938
1606754624,30.4293
1606754634,29.9819
1606754644,30.3548
1606754654,30.0192
1606754664,30.1683
1606754674,30.0938
1606754684,29.8327
1606754694,30.0192
1606754704,30.1683
1606754714,30.0192
1606754724,29.9446
1606754734,30.0192
1606754744,29.9819
1606754754,30.1683
1606754764,30.2056
1606754774,29.9446
1606754784,30.0192
1606754794,30.3548
1606754804,30.1683
1606754814,30.131
1606754824,30.1683
1606754834,30.0565
1606754844,30.0192
1606754854,30.5412
1606754864,30.392
1606754874,30.4666
1606754884,30.4666
1606754894,30.1683
1606754904,30.2056
1606754914,30.2429
1606754924,30.1683
1606754934,30.3175
1606754944,30.2802
1606754954,30.5039
1606754964,30.2429
1606754974,30.2056
1606754984,30.5039
1606754994,30.3175
1606755004,30.0192
1606755014,30.131
1606755024,30.5039
1606755034,30.6158
1606755044,30.3175
1606755054,30.2429
1606755064,30.0192
1606755074,30.2056
1606755084,30.2429
1606755094,30.131
1606755104,29.9819
1606755114,29.9446
1606755124,30.3175
1606755134,30.1683
1606755144,30.0192
1606755154,30.2802
1606755164,30.392
1606755174,30.3175
1606755184,30.4666
1606755194,30.3175
1606755204,30.5412
1606755214,30.0565
1606755224,30.2056
1606755234,30.4666
1606755244,30.0192
1606755254,30.4666
1606755264,30.131
1606755274,29.9073
1606755284,30.2056
1606755294,30.1683
1606755304,30.0565
1606755314,30.5039
1606755324,30.5039
1606755334,30.3175
1606755344,30.1683
1606755354,30.4293
1606755364,30.3175
1606755374,30.4666
1606755384,30.131
1606755394,30.3175
1606755404,30.3175
1606755414,29.87
1606755424,30.131
1606755434,30.2056
1606755444,30.392
1606755454,30.5039
1606755464,30.2802
1606755474,30.2429
1606755484,30.0565
1606755494,30.2802
1606755504,30.5039
