FORKS,TIME
1,0.04233220999594778
2,0.035049658035859466
3,0.03834757400909439
4,0.03697580297011882
5,0.041325800004415214
6,0.040712753019761294
7,0.0420538549660705
8,0.041771500022150576
9,0.041590152017306536
10,0.0437886529834941
11,0.04572179901879281
12,0.045016412041150033
13,0.048717358033172786
14,0.04791229794500396
15,0.0505371629842557
16,0.054551134002394974
17,0.05383574601728469
18,0.05401575897121802
19,0.054017092974390835
20,0.05546420201426372
21,0.05707999103469774
22,0.056656291999388486
23,0.06121597095625475
24,0.06218837696360424
25,0.06129097496159375
26,0.06188568699872121
27,0.06576398102333769
28,0.06734843400772661
29,0.06758211803389713
30,0.0649809209862724
31,0.06777113297721371
32,0.07101471099304035
33,0.07206179102649912
34,0.06994429603219032
35,0.074199617956765
36,0.07569973199861124
37,0.0742632889887318
38,0.07489266997436062
39,0.0778735619969666
40,0.08042342099361122
41,0.0769854940008372
42,0.08024607400875539
43,0.0832212989917025
44,0.08237223501782864
45,0.08399368997197598
46,0.08556580898584798
47,0.08757996198255569
48,0.08960378100164235
49,0.08831968298181891
50,0.09017649001907557
51,0.09144358598859981
52,0.09289969597011805
53,0.09313904697773978
54,0.09294869902078062
55,0.09748937597032636
56,0.09411911899223924
57,0.0976553870132193
58,0.0998945560422726
59,0.09736503101885319
60,0.09919650299707428
61,0.10127966001164168
62,0.10303512599784881
63,0.10000656399643049
64,0.10147067398065701
65,0.10869588702917099
66,0.10862788103986531
67,0.10388852295000106
68,0.10563298698980361
69,0.11278419400332496
70,0.11256117699667811
71,0.11455532698892057
72,0.11359392100712284
73,0.11228148802183568
74,0.11688283499097452
75,0.11918200895888731
76,0.11821226798929274
77,0.11755288601852953
78,0.12149251502705738
79,0.12020308501087129
80,0.11843294999562204
81,0.1190489960135892
82,0.1270552669884637
83,0.12717260897625238
84,0.12873139401199296
85,0.13075988000491634
86,0.13004915899364278
87,0.13091455696849152
88,0.13367009803187102
89,0.13377643999410793
90,0.132079977018293
