FORKS,TIME
1,0.7505499020917341
2,0.36758745997212827
3,0.24956043902784586
4,0.18855289497878402
5,0.15992038697004318
6,0.1388805260648951
7,0.15862622403074056
8,0.14836071606259793
9,0.9209522469900548
10,0.8098936000606045
11,0.7083279290236533
12,0.4274311300832778
13,0.3579529169946909
14,0.3088908570352942
15,0.2368182729696855
16,0.3358900429448113
17,0.6649629189632833
18,0.6028777909232304
19,0.6339360580313951
20,0.3664791160263121
21,0.38654312095604837
22,0.388974039000459
23,0.3421931059565395
24,0.37540547805838287
25,0.27071570698171854
26,0.35713594395201653
27,0.4069385139737278
28,0.36252942495048046
29,0.40907531895209104
30,0.4293711109785363
31,0.46934857591986656
32,0.2558760379906744
33,0.38745932606980205
34,0.5358679100172594
35,0.6302680940134451
36,0.5362902190536261
37,0.2860286479117349
38,0.697475575027056
39,0.5217581150354818
40,0.7327533139614388
41,0.6687820929801092
42,0.640632017981261
43,0.6511622249381617
44,0.6505574010079727
45,0.6038691709982231
46,0.37402104295324534
47,0.7084772350499406
48,0.6527186828898266
49,0.7218871429795399
50,0.7291587699437514
51,0.4821659621084109
52,1.0020169529598206
53,0.7010732779745013
54,0.4342429240932688
55,0.8838345078984275
56,0.9771284019807354
57,0.8118742000078782
58,0.8823077459819615
59,0.9685297770192847
60,0.9822637679753825
61,1.0226296220207587
62,1.0388486600713804
63,1.1396053149364889
64,1.0119484768947586
65,1.0612359669758007
66,0.8924714860040694
67,1.1227348069660366
68,1.2255573440343142
69,1.1438328959047794
70,1.1714046980487183
71,1.13817840104457
72,0.9370596770895645
73,1.171331579098478
74,1.2328275030013174
75,1.3641198190161958
76,1.2342968160519376
77,1.2255402760347351
78,1.2288894020020962
79,1.255580249009654
80,1.151812135009095
81,1.3940126539673656
82,1.2459319919580594
83,1.3631702540442348
84,1.4842912059975788
85,1.3816215400584042
86,1.3561377160949633
87,1.3481999490177259
88,1.3988136010011658
89,1.6804012740030885
90,1.347381021012552
