FORKS,TIME
1,1.3513535239999328
2,1.0227850639998906
3,0.9240990869998313
4,0.9065887899996596
5,0.8572770579999087
6,0.8813074479999159
7,0.8881756119999409
8,0.838908163999804
9,0.8554228580001109
10,0.8246142279999731
11,0.8098867109997627
12,0.8136179900002389
13,0.8168974569998682
14,0.8392047800002729
15,0.8396667450001587
16,0.8316332639997199
17,0.8008807790001811
18,0.8111998340000355
19,0.8020977940000193
20,0.7931539900000644
21,0.8233735449998676
22,0.8447153600000092
23,0.8291430210001636
24,0.8301164669996979
25,0.8094721020001998
26,0.8137802030000785
27,0.8449440949998461
28,0.8236500190000697
29,0.795159264999711
30,0.8034267539997018
31,0.8041246080001656
32,0.7954470989998299
33,0.8160856750000676
34,0.8296048949996475
35,0.8180090859996199
36,0.8086936500003503
37,0.8046492209996359
38,0.8347560440001871
39,0.8051436929999909
40,0.8070301490001839
41,0.8161302170001363
42,0.8074205479997545
43,0.8069790439999451
44,0.8062939850001385
45,0.7889931810000235
46,0.7975758460001998
47,0.8022726509998392
48,0.7918694420000065
49,0.8143826650002666
50,0.809744110000338
51,0.7968390569999428
52,0.8021268210000017
53,0.813523090000217
54,0.7890509459998611
55,0.7999497299997529
56,0.8003670819998661
57,0.8210597279999092
58,0.8067915169999651
59,0.7989834169998176
60,0.8221716339999148
61,0.815858204000051
62,0.8083865399999013
63,0.8022804070001257
64,0.7887236699998539
65,0.8084044319998611
66,0.8135084640002788
67,0.8177356750002218
68,0.8034668139998757
69,0.7982132080001065
70,0.8194775840001967
71,0.821614406000208
72,0.81496693400004
73,0.8038502499998685
74,0.8305764779997844
75,0.8184832470001311
76,0.7951382699998248
77,0.8142336320001959
78,0.8161753709996447
79,0.8147519190001731
80,0.8083663160000469
81,0.7996196290000626
82,0.8133676329998707
83,0.815473337000185
84,0.8078212370000983
85,0.8097152370000913
86,0.8204551349999747
87,0.8278691909999907
88,0.8209420019998106
89,0.7995688269998027
90,0.8141199239998969
91,0.8105759669997497
92,0.8264420300001802
93,0.8132170020003286
94,0.8290759820001767
95,0.8227145340001698
96,0.8166480740001134
