THREADS,TIME
1,1.5632935379999253
2,0.8781041359998198
3,0.595895014999769
4,0.45528677299989795
5,0.37160579900046287
6,0.42850652800007083
12,0.31355144099870813
18,0.27872836200003803
24,0.2879112800001167
