THREADS,TIME
1,10.059799807000672
2,5.30007061699871
3,3.421671169000547
4,2.614891675999388
5,2.2431168080001953
6,2.0163495099986903
12,1.8063735760006239
18,1.7903714410003886
24,1.8273004689999652
