THREADS,TIME
1,1.226722573999723
2,0.6220871920013451
3,0.43173285800003214
4,0.3387413860000379
5,0.27522784900065744
6,0.24488702800044848
12,0.2338055810014339
18,0.248739052000019
24,0.24187827199966705
