THREADS,TIME
1,12.550119665998864
2,6.966675038000176
3,4.8430472319996625
4,3.6592706570008886
5,3.153456191999794
6,2.6714273069992487
12,2.612425343000723
18,2.3038558529988222
24,2.2575243289993523
