LENGTH,TIME
1,0.20971208065748215
2,0.22521308017894626
3,0.2524530650116503
4,3.2368880743160844
5,102.6949080307968
6,1117.4862468019128

LENGTH,TIME
1,0.1947004529647529
2,0.19539354322478175
3,0.24516392406076193
4,4.250344381202012
5,80.44066445389763
6,1890.9784519928508

