FORKS,TIME
1,0.7093421979807317
2,0.434100326965563
3,0.3107647820143029
4,0.2024348849663511
5,0.20207811298314482
6,0.184645319939591
7,0.18351075309328735
8,0.18452360294759274
9,0.9214601870626211
10,0.871836319915019
11,0.6232432159595191
12,0.5003154850564897
13,0.3485705330967903
14,0.2813572658924386
15,0.3017916469834745
16,0.31893866090103984
17,0.6635749699780717
18,0.6126021600794047
19,0.3195298609789461
20,0.5363500689854845
21,0.4256577139021829
22,0.35110064095351845
23,0.2879665259970352
24,0.38076128100510687
25,0.3860266930423677
26,0.38742272404488176
27,0.3683961029164493
28,0.5761246479814872
29,0.329459436936304
30,0.5623556020436808
31,0.48756036604754627
32,0.6565865840530023
33,0.6341407410800457
34,0.5556597739923745
35,0.4398963199928403
36,0.5472784000448883
37,0.5291543670464307
38,0.5028043600032106
39,0.8111309490632266
40,0.7125328580150381
41,0.5478621289366856
42,0.7201000519562513
43,0.5816574230557308
44,0.7764628840377554
45,0.7676685660844669
46,0.7751105190254748
47,0.7065596170723438
48,0.7969048459781334
49,0.7419276690343395
50,0.6701635919744149
51,0.7649105919990689
52,0.9396731740562245
53,0.9117364889243618
54,0.8821408658986911
55,0.861572869005613
56,0.7542556549888104
57,1.069408250041306
58,0.8960080260876566
59,1.027429191977717
60,0.854790344950743
61,0.9529316170373932
62,0.9660325200529769
63,0.9497127069626004
64,0.9177766430657357
65,0.9635481958976015
66,1.101150383008644
67,1.13606308598537
68,1.1271880409913138
69,1.1236387719400227
70,1.1400353380013257
71,1.1049165059812367
72,1.1418381619732827
73,1.119210505974479
74,1.2076305460650474
75,1.3257717849919572
76,1.2066099089570343
77,1.1909390459768474
78,1.1155054629780352
79,1.2398887829622254
80,1.1094602739904076
81,1.4045376220019534
82,1.19936567498371
83,1.3134664499666542
84,1.278042091988027
85,1.305896139005199
86,1.3648462280398235
87,1.3231749080587178
88,1.382445522933267
89,1.3439356640446931
90,1.5333014680072665
