THREADS,TIME
1,14.01129530399703
6,2.895842032001383
12,2.341187918002106
18,2.308020906002639
24,2.46205002699935
30,2.3425828729996283
36,2.3539667160002864
42,2.348002271999576
48,2.395400918001542
54,2.297975501001929
60,2.3099684649969277
66,2.3281787679989066
72,2.3491296529973624
78,2.2703315999970073
84,2.2846385080010805
90,2.28510688499955
96,2.1984975060004217
102,2.286093484999583
108,2.247764387000643
114,2.2424584689979383
120,2.1695906259992626
