THREADS,TIME
1,1.7430933920004463
6,0.36964711099790293
12,0.2812355870009924
18,0.2896348489994125
24,0.27164823500061175
30,0.27133345500260475
36,0.26620011200066074
42,0.27104199699897435
48,0.27031987300142646
54,0.2719471269992937
60,0.26662662099988665
66,0.27624427100090543
72,0.2703718299999309
78,0.28005440999913844
84,0.27224527599901194
90,0.2767329369999061
96,0.26996397499897284
102,0.26530470099896775
108,0.2679826960011269
114,0.26800048999939463
120,0.26579554099953384
