FORKS,TIME
1,47.941297046003456
6,8.594720374003373
12,8.49776868799745
18,8.628276555999037
24,8.695596006000414
30,8.609508215999085
36,8.436498910999944
42,8.571340482998494
48,8.672245871999621
54,8.771203334003076
60,8.780713931999344
66,8.972822588999406
72,8.617006044001755
78,8.529453146999003
84,8.85597146299915
90,9.02172547399823
96,9.061537956000393
102,9.099150090001785
108,8.837214341998333
114,8.989112160001241
120,8.585616737000237
