THREADS,TIME
1,117.41452845599997
6,35.50450304300102
12,25.048558555001364
18,23.043712811999285
24,23.800180915000965
30,24.096182329998555
36,23.751284409998334
42,24.0161156260001
48,23.35982395499741
54,23.005823229999805
60,23.72774471899902
66,23.44387073100006
72,23.155142456998874
78,23.097037237999757
84,22.95221295800002
90,22.93588493900097
96,22.83411533400067
102,22.95618002399715
108,22.377298956998857
114,22.176771975999145
120,22.154824124001607
